Id,SalePrice
1461,128034.150608
1462,150722.130997
1463,191856.713279
1464,193059.656237
1465,187740.047619
1466,186415.39148
1467,195194.015685
1468,174053.028961
1469,181421.838863
1470,131670.191196
1471,202756.027134
1472,100585.707704
1473,96611.9276026
1474,146006.645439
1475,120472.479053
1476,352507.767194
1477,249037.572411
1478,323029.271418
1479,318917.332724
1480,481746.108652
1481,325087.929017
1482,211524.28166
1483,185389.17838
1484,168827.444124
1485,182396.867097
1486,191507.166026
1487,344516.718317
1488,243176.90118
1489,195714.175089
1490,242919.77999
1491,200283.752434
1492,116491.511068
1493,190314.565849
1494,291301.491876
1495,278250.632162
1496,237155.552509
1497,193285.741827
1498,167744.061054
1499,155296.789366
1500,159025.954924
1501,164475.497697
1502,157568.169748
1503,271090.459089
1504,231641.012425
1505,228471.631395
1506,194831.490692
1507,240523.171617
1508,188722.161955
1509,171886.236805
1510,141441.137868
1511,141028.32433
1512,162044.243584
1513,162595.773352
1514,149760.584443
1515,181335.013125
1516,143609.00789
1517,170251.776784
1518,130336.082102
1519,209207.108328
1520,130015.52351
1521,132756.21813
1522,173477.913488
1523,108108.869068
1524,126015.809579
1525,125742.581372
1526,108097.959536
1527,109067.068874
1528,144622.867814
1529,150945.04546
1530,173450.5951
1531,116429.535999
1532,99555.9502845
1533,148436.192867
1534,117373.231848
1535,138804.505702
1536,122260.265527
1537,73886.5665916
1538,135490.011393
1539,201026.653922
1540,107562.82702
1541,147414.645271
1542,137582.843448
1543,163623.810906
1544,106982.444003
1545,110036.889265
1546,139834.990294
1547,133894.055806
1548,133074.75291
1549,129434.761251
1550,134864.897773
1551,115363.16457
1552,137487.557711
1553,138739.025331
1554,123223.08125
1555,185914.850088
1556,88361.5881008
1557,90027.7336158
1558,103602.132949
1559,84024.7021736
1560,113645.115315
1561,139084.391054
1562,132480.421527
1563,119008.765438
1564,162862.169363
1565,160320.211758
1566,219958.255742
1567,87458.0679801
1568,230050.755462
1569,130673.975274
1570,154195.991022
1571,135454.977278
1572,155041.90188
1573,230417.1742
1574,121916.857154
1575,199666.17521
1576,262001.046867
1577,194212.819878
1578,109597.753944
1579,145124.727042
1580,205176.147542
1581,165515.829173
1582,131495.976926
1583,305722.370409
1584,215727.209922
1585,139769.698513
1586,72380.7712604
1587,112453.313684
1588,145288.063135
1589,106851.627724
1590,139346.229246
1591,115723.465122
1592,117160.413977
1593,123715.195634
1594,133666.829217
1595,99173.000403
1596,202635.989648
1597,174386.392206
1598,211741.840491
1599,184188.411226
1600,192670.14921
1601,71060.276112
1602,103911.316496
1603,98688.9772553
1604,258054.739156
1605,236506.540325
1606,158066.27308
1607,170964.000745
1608,224693.973142
1609,188470.309508
1610,166540.839028
1611,143650.083185
1612,170411.627339
1613,157363.454481
1614,117678.53678
1615,94498.7508259
1616,85369.9433097
1617,92825.9250023
1618,118389.78266
1619,141587.550453
1620,153863.167497
1621,144520.653778
1622,139619.047156
1623,219765.960019
1624,220268.382851
1625,118747.344755
1626,155990.832847
1627,202801.817769
1628,267418.959521
1629,186313.95094
1630,316301.712276
1631,214616.509986
1632,234959.326375
1633,170841.726207
1634,186084.754626
1635,173305.29494
1636,169132.346561
1637,213968.452622
1638,199396.331565
1639,170055.528585
1640,235616.476708
1641,189931.005163
1642,239917.512669
1643,221369.18896
1644,246954.511223
1645,195738.738347
1646,162986.421736
1647,160850.074198
1648,135528.368914
1649,144055.839649
1650,113767.734331
1651,126781.461189
1652,95909.4380147
1653,106324.721596
1654,135233.868886
1655,125332.624705
1656,145798.24642
1657,134857.409742
1658,149676.701964
1659,115759.300468
1660,154773.600745
1661,470918.422322
1662,355069.054364
1663,412410.952213
1664,499043.698196
1665,310181.288482
1666,344141.031217
1667,381847.380204
1668,371475.637248
1669,301220.132542
1670,381280.899815
1671,257348.784746
1672,433242.217782
1673,286708.554914
1674,237104.082847
1675,195895.203386
1676,190409.6715
1677,211063.936554
1678,387721.009505
1679,387035.188766
1680,341603.800353
1681,233076.664508
1682,319639.160469
1683,181351.202502
1684,173325.95475
1685,178825.727233
1686,179102.996295
1687,191291.122382
1688,188051.309778
1689,194327.233597
1690,187569.097411
1691,179854.817645
1692,258917.526
1693,165439.544742
1694,181428.99032
1695,168865.427796
1696,257804.694491
1697,173379.763974
1698,338492.931223
1699,307131.906498
1700,244408.9383
1701,272738.491815
1702,246652.206328
1703,242379.199933
1704,282570.53385
1705,244931.251752
1706,407828.546315
1707,227319.157509
1708,216467.402677
1709,273897.851759
1710,239818.019339
1711,283790.593092
1712,241451.464517
1713,253383.416472
1714,229237.604996
1715,209335.543229
1716,165450.62494
1717,156391.718549
1718,127965.475316
1719,206649.334472
1720,215268.760352
1721,165907.257856
1722,128810.147821
