Id,SalePrice
1461,124611.5390625
1462,158282.828125
1463,179738.03125
1464,186033.421875
1465,187896.34375
1466,168851.265625
1467,171051.9375
1468,168443.859375
1469,183962.53125
1470,122820.078125
1471,187835.0625
1472,98640.9921875
1473,97081.2265625
1474,154062.75
1475,114517.0859375
1476,366203.59375
1477,247967.90625
1478,299104.875
1479,280613.15625
1480,493419.25
1481,328862.09375
1482,209825.625
1483,173046.96875
1484,166426.5
1485,180579.578125
1486,195348.34375
1487,334656.34375
1488,240934.234375
1489,203508.671875
1490,218551.734375
1491,189905.0
1492,91848.359375
1493,183962.53125
1494,300588.15625
1495,285241.5625
1496,239417.703125
1497,173547.578125
1498,166293.21875
1499,159106.59375
1500,162306.140625
1501,173547.578125
1502,152502.125
1503,283509.6875
1504,241947.359375
1505,231273.875
1506,181625.359375
1507,242405.578125
1508,199507.734375
1509,164931.3125
1510,149093.609375
1511,149391.65625
1512,171051.9375
1513,146234.40625
1514,154470.28125
1515,193250.765625
1516,155068.359375
1517,160971.96875
1518,134946.890625
1519,219117.9375
1520,134198.546875
1521,135690.21875
1522,168819.859375
1523,110466.046875
1524,123421.609375
1525,122160.8828125
1526,115133.171875
1527,105890.6171875
1528,132165.484375
1529,150784.359375
1530,177114.203125
1531,117311.6484375
1532,98667.9921875
1533,142821.25
1534,127853.8359375
1535,147150.3125
1536,109447.40625
1537,59899.52734375
1538,156908.078125
1539,195523.34375
1540,99194.1796875
1541,144217.46875
1542,138411.234375
1543,192704.171875
1544,84298.2109375
1545,116292.9765625
1546,134009.390625
1547,133836.96875
1548,135629.15625
1549,118385.53125
1550,136267.953125
1551,113893.9765625
1552,136357.90625
1553,142461.03125
1554,119792.2265625
1555,168443.859375
1556,90991.671875
1557,107208.234375
1558,101576.2578125
1559,70909.9375
1560,134222.609375
1561,125222.3203125
1562,132496.890625
1563,120696.78125
1564,158779.78125
1565,152723.203125
1566,240547.140625
1567,78357.640625
1568,224023.015625
1569,136115.203125
1570,139556.828125
1571,123917.90625
1572,143640.6875
1573,239490.3125
1574,119000.1796875
1575,220083.828125
1576,234434.515625
1577,188746.375
1578,148679.5625
1579,145463.546875
1580,186751.21875
1581,151836.453125
1582,127152.828125
1583,316283.4375
1584,225336.5
1585,139979.5
1586,66388.578125
1587,106441.7109375
1588,151871.78125
1589,96631.5625
1590,132743.65625
1591,93205.484375
1592,119202.25
1593,127734.03125
1594,120171.3203125
1595,108423.9921875
1596,232857.171875
1597,182452.25
1598,206364.4375
1599,172065.03125
1600,168564.875
1601,57989.95703125
1602,122254.3515625
1603,81046.8828125
1604,271755.03125
1605,244630.640625
1606,168564.875
1607,163181.34375
1608,214646.09375
1609,186758.34375
1610,161460.578125
1611,141925.125
1612,168944.359375
1613,164098.671875
1614,126005.78125
1615,91305.65625
1616,78400.4765625
1617,94342.8515625
1618,128957.7890625
1619,137388.46875
1620,159289.6875
1621,139682.125
1622,147386.40625
1623,282165.0625
1624,211621.625
1625,125468.3359375
1626,169833.171875
1627,183962.53125
1628,285142.3125
1629,181169.515625
1630,340109.9375
1631,213822.109375
1632,240700.890625
1633,174279.34375
1634,182806.6875
1635,173547.578125
1636,160696.484375
1637,194445.9375
1638,183664.875
1639,181625.359375
1640,249384.203125
1641,175571.703125
1642,224183.953125
1643,223720.90625
1644,231732.21875
1645,184834.25
1646,164482.0625
1647,163730.0625
1648,131756.09375
1649,140992.375
1650,119744.140625
1651,123092.59375
1652,99391.9921875
1653,101216.921875
1654,149241.984375
1655,145106.21875
1656,144605.984375
1657,151245.078125
1658,151897.28125
1659,125733.4140625
1660,159260.53125
1661,459225.21875
1662,388526.0625
1663,380289.59375
1664,446442.65625
1665,308184.25
1666,314726.9375
1667,353545.8125
1668,337530.125
1669,303262.21875
1670,348716.4375
1671,265584.90625
1672,441116.90625
1673,293520.0
1674,244957.703125
1675,189150.375
1676,189235.359375
1677,213819.875
1678,467669.875
1679,381688.09375
1680,333439.375
1681,246326.28125
1682,306114.46875
1683,178468.9375
1684,174279.34375
1685,171051.9375
1686,169848.0625
1687,169994.078125
1688,189972.375
1689,189119.171875
1690,190847.09375
1691,179698.28125
1692,279558.0625
1693,168843.046875
1694,181169.515625
1695,168797.640625
1696,279030.40625
1697,171051.9375
1698,340680.0
1699,310479.96875
1700,253233.4375
1701,269007.09375
1702,241008.234375
1703,245517.84375
1704,284200.25
1705,232904.25
1706,432702.90625
1707,214341.71875
1708,209545.265625
1709,284989.78125
1710,220140.078125
1711,270339.53125
1712,249468.421875
1713,279683.40625
1714,218190.421875
1715,208833.453125
1716,181169.515625
1717,174279.34375
1718,131849.125
1719,207617.953125
1720,241008.234375
1721,168443.859375
1722,126241.5390625
1723,159447.90625
1724,205717.375
1725,239568.890625
1726,181642.859375
1727,162270.859375
1728,171321.484375
1729,167704.9375
1730,157882.859375
1731,121314.984375
1732,129844.9609375
1733,118005.328125
1734,125679.46875
1735,130119.2890625
1736,112051.7734375
1737,323676.46875
1738,239104.640625
1739,241128.703125
1740,209933.71875
1741,182898.9375
1742,168851.265625
1743,174480.5625
1744,307147.625
1745,210202.375
1746,189158.125
1747,213189.890625
1748,212546.15625
1749,155064.5
1750,129102.1328125
1751,236250.46875
1752,120330.7265625
1753,147430.265625
1754,200299.28125
1755,168443.859375
1756,123757.640625
1757,123421.609375
1758,145985.265625
1759,162130.5625
1760,166670.625
1761,142496.765625
1762,172065.03125
1763,177318.703125
1764,118423.1328125
1765,156994.59375
1766,178163.1875
1767,209724.40625
1768,144306.765625
1769,173547.578125
1770,154099.1875
1771,123023.8203125
1772,136040.84375
1773,127393.15625
1774,135392.53125
1775,141892.09375
1776,127734.03125
1777,113869.7578125
1778,139471.8125
1779,122089.71875
1780,172065.03125
1781,127315.296875
1782,91200.0078125
1783,141850.828125
1784,110491.015625
1785,120407.2890625
1786,139366.375
1787,168443.859375
1788,56584.828125
1789,96930.1484375
1790,84008.96875
1791,177256.984375
1792,156035.578125
1793,136074.84375
1794,151789.828125
1795,136017.109375
1796,133836.96875
1797,120675.953125
1798,120639.703125
1799,113737.4609375
1800,130549.109375
1801,125311.3203125
1802,135716.234375
1803,150500.1875
1804,141327.71875
1805,135892.109375
1806,125494.3046875
1807,132820.640625
1808,123707.0234375
1809,121930.7734375
1810,144364.578125
1811,97285.3125
1812,97285.3125
1813,125650.828125
1814,98546.3984375
1815,55388.0546875
1816,101024.8125
1817,109785.171875
1818,140118.546875
1819,122326.7734375
1820,58028.07421875
1821,116915.6015625
1822,150813.828125
1823,54298.3984375
1824,131509.671875
1825,135269.015625
1826,102383.7734375
1827,102075.7890625
1828,133259.890625
1829,127366.9140625
1830,143594.40625
1831,147929.25
1832,77846.234375
1833,140180.15625
1834,124637.2109375
1835,122141.3125
1836,121682.0625
1837,91652.7890625
1838,126680.4140625
1839,100470.046875
1840,154108.015625
1841,139477.0
1842,93692.4453125
1843,134275.75
1844,143861.28125
1845,143870.1875
1846,155848.328125
1847,162136.890625
1848,55388.0546875
1849,110167.46875
1850,119770.1796875
1851,153080.171875
1852,125264.25
1853,130914.2890625
1854,168443.859375
1855,152388.859375
1856,220026.109375
1857,150786.65625
1858,137404.84375
1859,121290.6953125
1860,151115.59375
1861,120002.1640625
1862,303559.6875
1863,292486.96875
1864,292486.96875
1865,328986.0
1866,338978.875
1867,238571.1875
1868,290677.8125
1869,209633.421875
1870,230943.5
1871,262684.5625
1872,169994.078125
1873,242358.890625
1874,147757.515625
1875,200727.25
1876,189969.484375
1877,210899.734375
1878,208141.734375
1879,131368.78125
1880,135775.921875
1881,243145.78125
1882,247608.484375
1883,187835.0625
1884,205607.15625
1885,240585.0
1886,289128.1875
1887,211697.125
1888,284454.3125
1889,166431.578125
1890,123768.1484375
1891,140004.328125
1892,100131.046875
1893,132160.1875
1894,125548.6484375
1895,139729.6875
1896,126648.1640625
1897,121450.1953125
1898,117908.578125
1899,158825.375
1900,148353.234375
1901,167378.171875
1902,145435.390625
1903,210358.59375
1904,136262.875
1905,184834.25
1906,150367.765625
1907,186033.421875
1908,114201.5703125
1909,133836.96875
1910,122171.953125
1911,208437.109375
1912,304402.71875
1913,139979.5
1914,58456.60546875
1915,295637.96875
1916,55388.0546875
1917,248397.96875
1918,139853.9375
1919,166639.625
1920,148533.734375
1921,393385.3125
1922,312279.21875
1923,214340.90625
1924,213821.703125
1925,193439.21875
1926,382601.40625
1927,136726.953125
1928,160752.4375
1929,124024.3125
1930,133186.453125
1931,141155.4375
1932,139979.5
